,job_title,location,salary_range,job_description
690,data analyst,"Quantico, VA",None,"Professional Solutions Delivered, LLC (ProSoDel) is a total solutions provider for government and commercial customers in the areas of Program Management, Logistics and Information Technology Support Services. We are currently seeking a well-qualified Data Analyst to join our team of professionals in support of the Marine Corps Systems Command (MCSC) Science Systems Engineering Directorate (SED) contract. ProSoDel is responsible for assisting our Prime’s Government customer ensure that material solutions developed or acquired by MCSC are system engineered, integrated, interoperable, and certified to provide the warfighter with equipment required to accomplish their mission.Essential Duties & Job Functions:The role of a Data Analyst (DA) is to provide direct, specific support to the Chief Data Officer (CDO) in the definition, development, and implementation of a data management plan (DMP). A DMP provides a unified approach for modernizing management of acquisition data and the DA directly supports this intent. Acquisition data is not unified so the acquisition data landscape is not understood. A DA will help the CDO manage baselines at the enterprise, design resiliency and confidence in our equipment, and engage in efficient engineering and acquisition practices, especially related information technology (IT). The DA will elevate interest in and begin using artificial intelligence (AI) to unify data, which will enable data-enriched force projection, optimizes technology insertion and, ultimately, increase warfighting readiness in the combined physical and information domain. The DA will also focus analysis on the Defense Industrial supply chain. This job involves assisting the organization adhere to new policy, regulations, and processes to ensure the fidelity of acquisition.Design and maintain data systems and databases, including fixing coding errors and other data-related problemsUse statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics effortsEstablish processes for data mining, reorganizing mined data, and preserving nuggets mined from the dataDevelop processes and practices for organizing new data into a format readable by either human or machineDevelop processes and practices for reorganizing legacy data into a format readable by either human or machineCreate documentation that allows stakeholders to understand the data analysis process to enable duplicationCollaborate with technical partners and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governanceProvide research and reporting support to customer Senior Leadership, supporting staff, and stakeholdersCommunicate, coordinate, share information, and work closely with customer componentsReport on underlying patterns of behavior by conducting detailed analysis of incidents, threats and risks andFacilitate establishing and maintaining a data repository of analyses and assessmentsCommunicate, coordinate, share information, and work closely with customer components and stakeholdersTrack and manage internal and external requests for information (RFIs) and requests for analysis (RFAs) for the organization and produce weekly, monthly, quarterly, and annual performance metrics reportsPerforms related work as assignedJob Requirements (Education, Experience, Professional Associations)MandatoryEducation:Bachelor’s Degree in Computer Science, Statistics, Applied Math or equivalent.Experience:5-7 years of relevant experiencePreferred Knowledge/SkillsPrevious experience using R, Matlab, Python Scikit-learn or other statistical modeling packages, with a focus on machine learning; experience with NLP a plus.Previous experience developing production systems for processing large volumes of structured and unstructured data in Java, Python or similar technology stack.Previous experience with Hadoop technology stack (Map reduce, HIVE/PIG, etc.Excellent verbal and written communication skills.Strong team player, capable of working collaboratively in customer teams."
691,data analyst,"San Diego, CA",$51K - $87K (Glassdoor est.),"About the Organization:E2 Consulting Engineers, Inc. (E2) is a professional services firm established in 1988 specializing in a full spectrum of engineering services including, project engineering and design, federal base operations and infrastructure support services, gas pipeline construction and inspection services, environmental consulting and remediation, and information technology services. At E2, we value safety, innovation and collaboration, and we are dedicated to excellence.Overview:E2 is seeking an experienced and highly motivated Data Analyst to join our team and partner with our client to design, develop, and implement highly functional and scalable data analytics solutions. The successful candidate will thrive on delivering actionable insights from raw data, helping drive key business decisions. The right person for this role has a strong background in data mining/data transformation/data visualization, loves problem-solving, and is a great communicator. This position will support the full-scale development and management of the client’s data systems including data ingestion/warehousing, automation, modeling, machine learning, and business intelligence tools.Responsibilities:Core ResponsibilitiesCollaborating with stakeholders to define key metrics, assess/validate data, propose solutions to key problems, and provide overall data analytics strategy.Connecting to various external data sources (SQL databases, Excel, JSON, Smartsheet, etc.) and writing effective queries to organize these sources into functional datasets.Utilizing data wrangling techniques to transform “messy” datasets into “clean” datasets for analysis.Supporting the development of effective data warehousing and/or ETL processes for the organization.Designing and managing automated Power BI/Excel reports to provide key stakeholders with relevant and actionable insights.Developing predictive and/or machine learning models to support business decisions.Completing ad-hoc requests for research, analysis, and reporting by connecting to diverse data sources, implementing the appropriate method of analysis, and offering relevant insights.Preparing documentation and/or presentations to support the rollout of new data-focused initiatives within the organization.Participate in special projects, as requested.Qualifications:QualificationsEducationBachelor’s degree in Statistics, Data Science, Engineering, Mathematics, Business, or related field. (Required): Master’s degree in Statistics, Data Science, Engineering, Mathematics, Business, or related field, is preferredData science and/or data analytics-related certifications are preferred.Experience4+ years of data analytics and business intelligence experience.Skills and AbilitiesStrong Excel skills, including pivots, VLOOKUPs, conditional formatting, macros, large record sets. VBA experience a plus.Strong Power BI skills (including Power Query, DAX) and experience developing high-quality automated reports and dashboards.Experience with database design, data warehousing, data integration, and ETL processes.Experience with large datasets, querying, data wrangling, and coding (SQL, R, Python, VBA).Knowledge and/or experience in machine learning and predictive analytics (Deep Learning, Python, R, Neural Networks, applied Data Science) a plus.Excellent interpersonal and written/oral communication skills.Strong sense of ownership and ability to lead.Ability to work under pressure and with tight timelines.Benefits:E2 Consulting Engineers, Inc. offers an excellent benefits package including health, dental, vision, and life insurance, 401(k) with employer match, paid time off.Solicitation:Please no solicitation of any kind from agencies, staffing, or recruiting firms.EEO Statement:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran."
692,data analyst,"Charlotte, NC",None,"We are seeking a Data Analyst for a long term contract for one of our clients in the Charlotte area. The Data Analyst must have worked in an ETL environment.Responsibilities of the Data Analyst: Will be partnering with the Development Team and Business Stakeholders across the enterprise to drive analytic use case intake process.Will work with the product owner to evaluate, prioritize and facilitate the identification and refinement of analytic use cases. These use cases may be related to adding data to the Azure enterprise data warehouse, data visualization (building dashboards and reports), managing data, or performing analysis to provide business insight.Execute daily tasks and finalize work products for the CoE Leads the CoE use case intake process from initial request through gathering requirements, determining business value and cost of a use case, and accurately assessing its importance to enterprise analytics.Acts as primary liaison for communicating and coordinating between use case requesters and the CoE as well as key stakeholders, executives, and the CoE.Supports business function use of BI tools, platforms, and reporting artifacts.Develops use cases and user stories. Supports System Integration and UAT testing.Works with other groups in IT such as Infrastructure and Security to help resolve any issues and impediments affecting product delivery.Evangelizes the CoE mission and vision to promote the use of analytics to deliver meaningful business insights and achieve business objectives.The Data Analyst will collaborate with business and deployment teams to help ensure a user experience to meld analytics dashboard and reporting design with functional requirements.Requirements for the Data Analyst: Bachelors degree in information technology, Data Analytics or Business with a minimum of 5 years related experience is required.Experience with using Data Analytics to provide business insight and bring value to our business partners is required.Experience with Agile story writing 2+ years experience supporting an Agile Scrum team Experience using MS Power BI to build and model data setsExperience with query languages such as SQL and data migration tools such as SQL Server Integration ServicesExperience performing Systems analysis on the Microsoft Azure Analytics platform Knowledge of data gateways that provide secure data transfers between on-premise data and Power BI, Microsoft Flow, and Power Apps services.Exhibits strong soft skills such as communications, relationship management and attention to detailStrong analytical skills ndash techniques for gathering requirements, writing user stories, facilitating requirements sessions and engaging othersExperience in Data Warehouse or Analytics projects dash knowledge or skills with Power BISQL Agile DevOps experience Azure experienceJob Types: Full-time, ContractPay: $24.00 - $45.00 per hourBenefits:Health insuranceSchedule:Monday to FridayContract Length:More than 1 yearFull Time Opportunity:YesWork Location:One locationCompany's website:https://www.ryancgroup.comBenefit Conditions:Waiting period may applyWork Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Remote interview processSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
693,data analyst,"Jacksonville, FL",None,"SkillStorm is seeking a Data Analyst for our client in Jacksonville, Florida. Candidates must be able to work on SkillStorm's W2; not a C2C position. EOE, including disability/vets.Job Description:Data Analysts are accountable for assessment, improvement and governance of quality and ongoing condition of critical data assets. Ensure adequate data quality is maintained so that data can effectively support business processes. Data Analysts are assigned to projects of medium complexity and size and are relied upon to validate accurate population of cubes, stars and marts.Duties:Prepares data for conversion through data mapping, translation rules, and cleaning.Performs tests to ensure smooth data transition between systems.Executes data extraction programs/data profiling and analyzes data for accuracy and quality.Maps data and data relationships, validates population of cubes, stars and marts and accountable for most efficient data flows.Gathers and analyzes data requirements and validates complex data models ensuring ability to enable requirementsPartnering with the business, resolves data issues and discrepanciesExecutes queriesCompletes data mining and prepares ad hoc reporting or presentations as needed.Other duties as assigned.Required Skills:2-5 years of professional experience with data analysis, database design or data mining or equivalent combination of transferrable experience and education in data analytics. (Open to looking at a recent grad with a 4-year technical degree).Bachelor’s degree in an IT related field or equivalent work experienceWorking knowledge of Information Technology fields and computer systemsDemonstrated organizational skillsDemonstrated ability to adapt to change and collaborate as part of a teamAbility to manage tasks independently without close supervision and take ownership of responsibilitiesAbility to learn from mistakes and apply constructive feedback to improve performanceMust demonstrate initiative and effective independent decision-making skillsAbility to communicate technical information clearly and articulatelyHigh critical thinking skills, problem solving, quantitative analysis ability.Abilities to evaluate alternatives and present solutions that are consistent with business objectives and strategy.Strong technical writing skillsSQL queries/query writingTechnical Writing/storytelling of dataStrong decision-making skillsStrong communication of business findingsExposure to healthcare or operational processes (enrollment, billing, claims, etc.) a PLUSExperience with AGILE methodologies a PLUSExposure to Power BI reporting a PLUSPreferred Skills:Experience using Agile methodology"
694,data analyst,"Clearwater, FL",$42K - $72K (Glassdoor est.),"Position DescriptionEmpath Health is currently seeking a Data Analyst I to join our team. If you are compassionate, motivated and interested in making a positive impact in your community, you will find a rewarding career at Empath Health.The Data Analyst I is a resource to the Senior Analyst to assist in providing management tools and statistics to the managers of Empath and its affiliates. They are responsible for collecting, aggregating, and analyzing data from clinical and accounting databases for use in functional management and decision making.As a nonprofit, integrated network of care, Empath Health supports anyone facing chronic or advanced illness. We help patients live as comfortably and meaningfully as possible and offer assistance to their families and caregivers along the way. No matter where someone is on their journey, our spectrum of medical and emotional support services provides compassionate care for each and every patient.Suncoast Hospice, Empath Home Health, and Empath Health Pharmacy are proud to be accredited by the Joint Commission showing our commitment to quality.Mission: Through every step of every journey, we offer compassion through extraordinary care, hope through innovative services and inspiration through endless encouragement.Vision: To be the leader in life-changing health care.Position RequirementsEmpath Health wants your career to be as rewarding as possible. We provide our employees with numerous opportunities for growth, education and advancement. We offer competitive salaries, an excellent benefits package and peace of mind.Other benefits include:Health, Dental and Vision InsuranceGroup Term Life and AD&D InsuranceVoluntary term life insuranceShort-term and long-term disability29 Days Paid Time Off annuallyFlexible spending accountsRetirement savings plan with employer matchMileage reimbursementEmployee Assistance Program (EAP)Employee Recognition ProgramsTuition reimbursementMuch more!Empath Health values diversity as it strengthens our community and care. We embrace the diversity of cultures, thoughts, beliefs and traditions of our employees, volunteers and people we are honored to serve across our network. Our diverse staff reflects our community and each day, we work to be respectful, sensitive and competent with each other and those in our care. In every journey, we are dedicated to achieving comfort, dignity and exceptional care. Those of all backgrounds are welcome and encouraged to apply with us or seek our care and services.Our commitment to patient, client, staff and volunteer safety is a cornerstone of a High Reliability Organization with a focus on zero harm. Participation in the seasonal influenza program is a condition of employment and a requirement for all Empath Health employees.Drug & Tobacco Free Workplace.We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class."
695,data analyst,"Huntsville, AL",None,"WILL Technology, Inc. (WTI) has an immediate need for a skilled, full-time Data Analyst to join our growing team in Huntsville, AL. Candidates in the Birmingham, AL, Nashville, TN and Atlanta, GA areas are strongly encouraged to apply. Relocation may be available.

RESPONSIBILITIES:

In this role, the Data Analyst is responsible for performing tasks that conduct full lifecycle analysis to include requirements, activities and design. Some of the responsibilities for this position include:


Interpret data and analyze results using statistical techniques.
Develop and implement data analyses, data collection systems, and other strategies that optimize statistical efficiency and quality.
Work with management to prioritize business and information needs.

MINIMUM EDUCATION/TRAINING & EXPERIENCE QUALIFICATIONS:

B.S. degree in Business, Economics, Computer Science, Information Management, Statistics, or in another field with demonstrable coursework in these areas.
Strong knowledge of databases (e.g. SQL), programming (e.g. XML, JavaScript, or ETL frameworks), and statistics.
Minimum of 1 years’ experience using statistical packages for analyzing datasets (e.g. Excel, SPSS, SAS)
Minimum of 1 years’ experience with reporting packages (e.g. Business Objects).

WTI is an Equal Opportunity Employer"
696,data analyst,"Detroit, MI",$39K - $69K (Glassdoor est.),"You will be responsible for providing the data and analytics support for enterprise data integration tasks, including ingestion, standardization, enrichment, mastering and assembly of data products for downstream applications.Duties: Provide analytic deliverables in alignment with the established analytic strategy within a constantly evolving business landscapeWork on all the data types across the enterprise including Customer, Dealer, Vehicle, App, Clickstream, etc.Provide openness to Data Quality issues and work with the business owners to fix the issuesAbility to work in different database technologies including Big Data / Hadoop (HDFS, MapReduce, Hive, Shark, Spark, etc.), Terra Data, etc.Experience in creation of scripts to manipulate files, automate, streamline existing manual analytic and reporting processes would be helpfulKnowledge of data transfer and ingestion technologiesExperience building visualizations using Tableau/QlikView / DashboardsAbility to write sophisticated queries needed to query & analyze data (SQL, Alteryx, etc.)Ability to communicate complex solution concepts, analyses in simple termsAbility to think outside the box and apply multiple solutions to business problemsAbility to quickly comprehend the functions and capabilities of new technologiesStrong Oral and written communication skillsQualifications: · Experience using AlteryxSophisticated degree in Statistics, Mathematics, Operations Research, Economics, Physics, Computer Science and other technical fieldsProven experience in data wrangling, reporting, modeling, campaign measurementMinimum of 2 years of analyst experienceGreat teammate, with the ability to collaborate well with others, to solve problems and actively incorporate input from various sourcesDemonstrated customer focus, with the ability to evaluate decisions through the eyes of the customer, build strong customer relationships, and create processes with customer viewpointStrong analytical and problem-solving skills, with the ability to communicate in a clear and succinct manner and effectively evaluates information / data to make decisionsStrong interpersonal, and ability to take initiative, with proven abilities to communicate complex topics to leaders and peers in a simple, clear, plan oriented mannerAbility to anticipate obstacles and develop plans to resolve those obstaclesChange oriented, with the ability to actively generates process improvements, support and motivate change, and confront difficult circumstances in creative waysInventive and quick learner, with the ability to efficiently seek out, learn, and apply new areas of expertise, as neededHighly self-motivated, with the ability to work independentlyOutstanding organization, mentor and communications skills, combined with effective leadership, decision-making, and communicationStrong oral and written communication skills (English) -Strategic and clear thinking to translate discreet and sophisticated ideas to get resultsAttention to detail with a strong drive to enforce common standardsDemonstrated acceptance and adherence to high ethical, moral, and personal valuesSynergy Solutions is an equal opportunity employer. In keeping with the values of Synergy, we make all employment decisions without regard to race, religion, color, sex, age, national origin, ancestry, sexual orientation, physical handicap, mental disability, medical condition, disability, gender or identity or expression, pregnancy or pregnancy-related condition, marital status, height and/or weight. The list of duties and responsibilities outlined above is representative and may not be a complete and detailed list of tasks. Employees must perform any and all other duties assigned by his or her supervisor. Additionally, this job description does not constitute a contract of employment and that the company may exercise its employment-at-will rights at any time.Job Type: Full-timePay: $75,000.00 - $90,000.00 per yearSchedule:Monday to FridayEducation:Bachelor's (Required)Experience:Business Analysis: 1 year (Preferred)Alteryx: 1 year (Required)Work Location:One locationCompany's website:https://synergysolutions.careersCompany's Facebook page:https://www.facebook.com/SynergysolutionsdetroitCOVID-19 Precaution(s):Remote interview process"
697,data analyst,"Seaside, CA",$48K - $60K (Glassdoor est.),"Business Group HighlightsTrusted SolutionsPerspecta’s Trusted Solutions Group (TSG) is a leader in shaping the trusted environment and providing a spectrum of services and solutions such as verifying identity, issuing credentials, establishing and monitoring access, evaluating trustworthiness, identifying and investigating fraud. Leveraging our nationwide footprint and broad base in the federal, civilian and intelligence sectors, TSG supports the customer’s mission-essential requirements and most sensitive decisions.ResponsibilitiesThis position will support the Defense Manpower Data Center (DMDC) Account as a Data Analyst. This analyst will provide analysis support for the resolution of duplicate identities, use various data analysis techniques and tools, including IBM InfoSphere MDM Inspector, to determine whether each potential duplicate identity should be merged, resolve record overlays, provide research support for other data issues, as well as researching and resolving identity data quality inquiries from external customers. The analyst will be held accountable to the zero tolerance policy for the linking of duplicate identities. The candidate may be responsible for performing as a mentor and subject matter expert on their team. They must also have strong verbal and written communication skills with a demonstrated ability to present findings and recommendations to business users or leadership. Must have critical thinking skills as well as attention to detail. Must have strong experience in SQL and PL/SQL.QualificationsPublic Trust or Higher Clearance RequiredMinimum 3 year’s hands-on experience performing data analysis and correcting errorsExperienced using SQL and PL/SQL and other database scripting tools like PythonAbility to make corrections to discrepant data using Oracle SQL and/or JAVA based front-end toolsAbility to apply critical thinking skills and learned knowledge to complex data issuesAble to make informed decisions based on minimal details and/or discrepant dataAble to quickly identify trends and recommend/initiate solutionsDetail-oriented while remaining mindful of the wider perspectiveApply appropriate safeguards when handling sensitive data.Colorado Salary Minimum: $83,075.20 Colorado Salary Maximum:$177,611.20 The estimate displayed represents the typical salary range for this position, and is just one component of Perspecta's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Perspecta provides a variety of benefits to employees.About PerspectaWhat matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.As a government contractor, Perspecta abides by the following provisionPay Transparency Nondiscrimination ProvisionThe contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)."
698,data analyst,"Boston, MA",$65K - $71K (Glassdoor est.),"As part of the Quality Improvement (QI) department, the Data Analyst is responsible for data compilation and data structure, typically working with data regarding clinical outcomes, health and wellness indicators, state and program licensing, various compliance requirements, and other quality indicators. They ensure data is reliable and provides support to the field staff and/or Quality Improvement (QI) department with various data requirements and training as necessary.This position is remote and can be located anywhere, with a preference of Boston.Responsibilities:Develops, creates, and customizes reports based on business requirements.Streamlines and improves data extraction, SQL scripts, reporting, and analysis.Collects and extracts data from primary or secondary data sources.Designs interactive reporting dashboards using Power BI and SQL.Filters and scrubs data while maintaining data integrity and quality.Documents the end to end reporting phases, from requirements to parameters to repeatable steps.Reviews and recommends best practices on data analysis projects.Works closely with other Network Quality Analytics Analysts to understand The MENTOR Network’s business structure, business practices, and data structures.Works with and manages relationships with internal and external business partners.Communicates with various QI management levels within the QI functions.Performs other related duties, project, and activities as required.Education and Experience:Bachelor’s degree in Statistics, Data Analytics, Mathematics, Economics, Computer Science, or related fieldOne (1) year of relevant experience preferredOther Skills and Abilities:Advanced knowledge of Microsoft Excel operations, functions, and formulas is required.SQL knowledge is required.Knowledge of relational databases required.Knowledge of Microsoft Access preferred.VBA knowledge is preferred.Knowledge of SPSS or other statistical software is preferred.Knowledge of data visualization software such as Power BI is preferred.Strong analytical skills and technical skills to collect, organize and disseminate significant amounts of information with attention to detail and accuracy.The MENTOR Network is a national network of local health and human services providers offering an array of quality, community-based services to adults and children with intellectual and developmental disabilities, brain and spinal cord injuries, and to youth with emotional, behavioral and medically complex challenges, as well as their families; and to elders in need of support. At The MENTOR Network, our core values—Integrity, Respect, Inclusion & Growth—and the behaviors that define them, guide how we interact with each other and how we approach our work. With Corporate operations located in the Boston Seaport, Lawrence, Massachusetts and Edina, Minnesota, we strive to support our ~32,000 employees serving ~30,000 individuals in 37 states. As an organization of people serving people, positive and productive relationships are vital to the work we do.Equal Opportunity Employer, including disability/vets"
699,data analyst,"Richmond, VA",None,"Company DescriptionTECHNAMO is a niche, young & dynamic IT service provider, VA SWaM certified, Microsoft Cloud Certified Partner, focused on providing IT Solutions & Services to government and commercial companies.

TECHNAMO is a Tier-I Contractor to provide IT Services to the Virginia govt. agencies (70+ entities) and contracted to provide services to state govt. New Jersey, Pennsylvania, Arkansas, Delaware, and Maryland govt. agencies.

Contact us: Chowdary email: Lchowdary@technamo.com Ph: 703-957-6871, www.technamo.comJob DescriptionThe position conducts full lifecycle analysis to include requirements, activities, and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Ensuring all data assets are properly registered within the appropriate database framework for the Office of Data Governance and Analytics.

Competencies Required:

• Interpret data, analyze results using statistical techniques, and provide ongoing reports

• Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality

• Acquire data from primary or secondary data sources and maintain databases/data systems

• Identify, analyze, and interpret trends or patterns in complex data sets

• Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems

• Work with management to prioritize business and information needs

• Locate and define new process improvement opportunities

• Focus on data documentation and ensuring data assets are properly registered in Azure Data Catalog

• Must be proficient in writing SQL Queries

• Experience in SQL Server preferred

Required skills:

Interpret data, analyze results using statistical techniques and provide ongoing reports – Required 7 years.

Must be proficient in writing SQL Queries – Required 7 years.

Identify, analyze, and interpret trends or patterns in complex data sets – Required 7 years.

Work with management to prioritize business and information needs – Required 7 years.

Experience in SQL Server preferred – Required 7 years.Additional InformationAll your information will be kept confidential according to EEO guidelines."
700,data analyst,"Exton, PA",$54K - $81K (Glassdoor est.),"The Data Analyst has a vital role within the organization and will be responsible for working with all areas within manufacturing site to analyze, guide & support digital competencies.Additional duties include developing, qualifying and implementing new products, processes and materials for manufacturing. This role will also lead, coordinate, and organize all defined lean activities toward the end of creating and fostering a Digital Continuous Improvement culture.Coordinate Digital InitiativesEnsure coordination with the Digital Transformation strategy and Digital roadmapSupport and boost initiatives for automatic data collection and data miningDeploy common tools & guidelines for digital transformationTrain people to involve them in a digital cultureData Integrity & Consolidation: BI reportingValidate the data sources and adequacyCreate and enforce policies for effective data managementFormulate and share data collection techniques and procedures for data managementEstablish routes and controls to gather the dataDevelopment of Master Data AnalyticsDevelop people competencies and Data analytics skillsCreate IWAY Digital Assessment for digital maturityImplement tools and best practices identified in the manufacturing sitesParticipate in the vision & strategy definition for data analyticsSoftware Design and Programming (DevOps)Support Internal and External development for ManufacturingIdentify, document and Share best practices and internal toolsSupport ERP request & needs from manufacturing site as key userCoordination with IT Sec, GSC and Operational Performance TeamLead digital transformation strategy in the manufacturing siteEnsure compliance to IT Sec. guidelines and GSC targetsCoordinate best practices sharing with Continuous Improvement networkRequired SkillsRequired:Bachelor’s Degree in Engineering/Mathematics/Computer Science/Statistics or equivalentProven experience as data or business data analyst2-5 years experience in a manuf. environmentStrong knowledge and experience in reporting, databases & data management (SQL, Python, R, Gretl.)Experience with DataViz tools. Ideally Tableau, Power BI & Elastic (Logstash, Elastic Search, Kibana)Knowledge of statistics and experience using statistical packages for analysisStrong analytical skills to collect, organize, analyze and disseminate data & informationPreferred Skills:Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Familiar with Agile and pragmatic approachData Scientist Expertise or SpecializationExperience solving complex, ambiguous, and analytically challenging problemsStrong knowledge of digital strategic planning, execution and portfolio managementStrong organizational skills and good judgment; must be a team player, positive, flexible, and creativeExcellent process management and planning skillsDemonstrated ability to develop, implement, and manage data-driven and results-oriented programs that achieve targeted goalsComfortable operating in a fast paced and dynamic test and learn environmentMust be eligible to work in the U.S. (U.S. Citizen, Dual Citizenship, Green Card-No Sponsorships)IDEMIA is an equal opportunity employer.We evaluate qualified applicants without regard to race, color, religion, sex,sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics.Required Experience"
701,data analyst,"Chicago, IL",$37K - $65K (Glassdoor est.),"Job no: 496005 Work type: Regular Full-Time Location: Chicago – 55 East Monroe Street, IL Capability Area: Statistics & MethodologyJOB DESCRIPTION:NORC at the University of Chicago is seeking a Data Analyst to support a diverse range of research projects. At NORC, Data Analysts work with our Data Scientists, and play a strategic role in supporting our research teams to produce valuable insights for our clients. They work collaboratively and help break down silos and barriers across the company to help drive innovative work. A person in this position, under the leadership of Data Scientists, contributes to the design and implementation of algorithms, models, and work flows to discover valuable information in large volumes of data from various sources; organizes, harmonizes, and analyzes data sets; uses various technologies to enable data visualization; and creates applications of general value to the company’s business.Applications will be reviewed on a rolling basis through June of 2021. Start dates for this position will range from late spring to early summer 2021.Due to current COVID-19 safety measures, employees who can work from home, are required to do so. Once it is safe to resume standard practices of commuter travel and social interaction per government guidelines, we expect employees to maintain an office presence as required by projects needs and department leadership.DEPARTMENT:The Statistics and Data Science department conducts a wide range of statistical projects, engaging in statistical analysis, modeling, data linkage, matching, disclosure control, small area estimation, and Bayesian analysis, to support all aspects of social science research. NORC statisticians and data scientists design and implement rigorous, efficient methods for sampling, weighting, and imputation for sample surveys and evaluation research. They also employ advanced techniques for analyzing and interpreting data. The department collaborates with the Methodology and Quantitative Social Sciences department, all NORC research departments, and the Academic Research Centers in addition to conducting research in its own field.RESPONSIBILITIES:Interpreting data from multiple sources;Developing programs and scripts for data transformation, integration, or reduction;Enhancing previously developed in-house applications such as those for data coding;Perform various types of analysis involving multiple data sets.REQUIRED SKILLS:Bachelor’s degree in one of the following fields: math, statistics, computer science, data science, or a social science or public policy related field.0-2 years’ experience in positions of increasing responsibility, preferably working with large data sets and conducting statistical and quantitative modeling, melding analytics with programming, data mining, clustering and segmentation is required.Strong foundation in areas of statistics, mathematics, and computer programming. Additional expertise in areas of data mining such as topic modeling, natural language processing, and machine learning preferredStrong skills in problem solving and quantitative/qualitative analysis are required. Able to organize and prioritize work assignments to meet project needs.Some familiarity with the social science domain is preferred.Strong communication skills; able to quickly comprehend requirements and assignments and then explain his/her solutions in both writing and speech.WHAT WE DO:NORC at the University of Chicago is an objective, non-partisan research institution that delivers reliable data and rigorous analysis to guide critical programmatic, business, and policy decisions. Since 1941, our teams have conducted groundbreaking studies, created and applied innovative methods and tools, and advanced principles of scientific integrity and collaboration. Today, government, corporate, and nonprofit clients around the world partner with us to transform increasingly complex information into useful knowledge.WHO WE ARE:For over 75 years, NORC has evolved in many ways, moving the needle with research methods, technical applications and groundbreaking research findings. But our tradition of excellence, passion for innovation, and commitment to collegiality have remained constant components of who we are as a brand, and who each of us is as a member of the NORC team. With world-class benefits, a business casual environment, and an emphasis on continuous learning, NORC is a place where people join for the stellar research and analysis work for which we’re known, and stay for the relationships they form with their colleagues who take pride in the impact their work is making on a global scale.EEO STATEMENT:NORC is an affirmative action, equal opportunity employer that values and actively seeks diversity in the workforce. NORC evaluates qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other legally- protected characteristics.Advertised: February 18, 2021 Central Standard Time Applications close: June 4, 2021 Central Daylight Time"
